,cloudCover,humidity,icon,precipIntensity,pressure,temperature,visibility,windSpeed
2018-01-01 00:00:00,0.58,0.8,partly-cloudy-night,0,990.82,41.19,6.216,17.04
2018-01-01 01:00:00,0.75,0.79,partly-cloudy-night,0,990.98,41.7,6.216,21.59
2018-01-01 02:00:00,0.75,0.78,partly-cloudy-night,0,990.82,41.95,6.216,21.59
2018-01-01 03:00:00,0.58,0.82,partly-cloudy-night,0,990.73,42.42,6.216,19.6
2018-01-01 04:00:00,0.44,0.83,partly-cloudy-night,0,990.38,42.09,6.216,20.48
2018-01-01 05:00:00,0.75,0.77,partly-cloudy-night,0,990.34,42.59,6.216,17.89
2018-01-01 06:00:00,0.75,0.78,partly-cloudy-night,0,990.63,41.94,6.216,12.31
2018-01-01 07:00:00,0.75,0.81,partly-cloudy-night,0,991.4,41.19,6.216,9.6
2018-01-01 08:00:00,0.75,0.81,partly-cloudy-night,0,991.85,41.19,6.216,11.27
2018-01-01 09:00:00,0.49,0.81,partly-cloudy-day,0,992.35,41.19,6.216,12.91
2018-01-01 10:00:00,0.44,0.79,partly-cloudy-day,0,992.83,43.08,6.216,15.69
2018-01-01 11:00:00,0.6,0.78,partly-cloudy-day,0,993.83,44.01,6.216,21.1
2018-01-01 12:00:00,0.75,0.77,partly-cloudy-day,0,994.78,45.58,6.216,21.65
2018-01-01 13:00:00,0.75,0.74,partly-cloudy-day,0,996.07,46.96,5.223,21.89
2018-01-01 14:00:00,0.6,0.8,partly-cloudy-day,0,997.97,44.88,6.216,18.41
2018-01-01 15:00:00,0.75,0.78,partly-cloudy-day,0,1000.02,45.39,6.216,21.07
2018-01-01 16:00:00,0.6,0.76,partly-cloudy-day,0,1001.82,44.49,6.216,18.54
2018-01-01 17:00:00,0.44,0.79,partly-cloudy-night,0,1003.63,43.98,6.216,15.2
2018-01-01 18:00:00,0.3,0.81,partly-cloudy-night,0,1004.83,43.08,6.216,12
2018-01-01 19:00:00,0.44,0.81,partly-cloudy-night,0,1006.33,43.08,6.216,13.06
2018-01-01 20:00:00,0.44,0.77,partly-cloudy-night,0,1007.28,42.59,6.216,14.06
2018-01-01 21:00:00,0.44,0.76,partly-cloudy-night,0,1007.69,40.9,6.216,12.51
2018-01-01 22:00:00,0.44,0.78,partly-cloudy-night,0,1008.53,40.28,6.216,12.51
2018-01-01 23:00:00,0.58,0.76,partly-cloudy-night,0,1008.79,41.19,6.216,11.51
2018-01-02 00:00:00,0.58,0.76,partly-cloudy-night,0,1008.9,40.38,6.216,8.2
2018-01-02 01:00:00,0.87,0.73,partly-cloudy-night,0,1008.44,40.32,6.216,8.97
2018-01-02 02:00:00,0.81,0.72,partly-cloudy-night,0,1008.35,41.87,6.216,5.09
2018-01-02 03:00:00,0.87,0.73,partly-cloudy-night,0,1007.71,41.87,6.216,5.09
2018-01-02 04:00:00,0.87,0.78,partly-cloudy-night,0,1005.86,41.56,6.216,3.43
2018-01-02 05:00:00,0.87,0.78,partly-cloudy-night,0,1004.52,42.55,6.216,8.4
2018-01-02 06:00:00,0.87,0.84,partly-cloudy-night,0.001,1003.21,43.57,5.338,5.09
2018-01-02 07:00:00,0.87,0.91,partly-cloudy-night,0.009,999.92,44.56,6.216,10.2
2018-01-02 08:00:00,0.75,0.9,partly-cloudy-night,0.009,998.67,45.65,6.216,9.68
2018-01-02 09:00:00,0.75,0.85,rain,0.007,998.2,48.83,5.223,12.82
2018-01-02 10:00:00,0.75,0.85,partly-cloudy-day,0.007,997.78,49.19,6.216,14.92
2018-01-02 11:00:00,0.75,0.81,partly-cloudy-day,0.001,997.73,50.18,6.216,18.9
2018-01-02 12:00:00,0.75,0.79,partly-cloudy-day,0,997.88,50.67,6.216,19.4
2018-01-02 13:00:00,0.6,0.77,partly-cloudy-day,0,996.89,50.93,6.216,18.67
2018-01-02 14:00:00,0.75,0.78,partly-cloudy-day,0,996.85,50.67,6.216,16.05
2018-01-02 15:00:00,0.75,0.85,partly-cloudy-day,0.001,995.09,49.05,6.216,14.12
2018-01-02 16:00:00,0.87,0.9,partly-cloudy-day,0.008,992.36,47.29,6.216,9.13
2018-01-02 17:00:00,0.87,0.9,partly-cloudy-night,0.008,988.66,47.29,5.922,8.79
2018-01-02 18:00:00,0.75,0.89,partly-cloudy-night,0.007,984.62,49.1,6.216,9.8
2018-01-02 19:00:00,0.75,0.81,partly-cloudy-night,0.009,,52.27,6.216,23.71
2018-01-02 20:00:00,0.75,0.74,wind,0.003,,49.1,6.216,30.91
2018-01-02 21:00:00,0.75,0.74,wind,0,983.6,47.79,6.216,28.76
2018-01-02 22:00:00,0.75,0.75,wind,0,983.33,45.39,6.216,28.49
2018-01-02 23:00:00,0.75,0.82,partly-cloudy-night,0.004,983.98,44.31,4.897,24.17
2018-01-03 00:00:00,0.75,0.83,partly-cloudy-night,0,984.81,42.09,6.216,21.02
2018-01-03 01:00:00,0.75,0.8,partly-cloudy-night,0.002,985.57,41.87,6.216,24.71
2018-01-03 02:00:00,0.58,0.83,partly-cloudy-night,0.006,986.01,42.09,6.216,23.71
2018-01-03 03:00:00,0.58,0.78,partly-cloudy-night,0.001,986.96,43.98,6.216,24.94
2018-01-03 04:00:00,0.58,0.82,rain,0.002,988.18,42.59,6.216,22.71
2018-01-03 05:00:00,0.58,0.84,partly-cloudy-night,0.006,989.08,42.16,6.216,23.15
2018-01-03 06:00:00,0.44,0.83,partly-cloudy-night,0.003,989.88,43.98,6.216,19.89
2018-01-03 07:00:00,0.58,0.83,partly-cloudy-night,0.001,990.91,43.98,6.216,23.37
2018-01-03 08:00:00,0.75,0.78,wind,0,991.96,45.58,6.216,25.38
2018-01-03 09:00:00,0.75,0.79,rain,0.004,993.37,45.26,6.216,24.38
2018-01-03 10:00:00,0.45,0.75,partly-cloudy-day,0.001,994.42,45.11,6.216,24.11
2018-01-03 11:00:00,0.75,0.79,partly-cloudy-day,0.003,995.54,45.26,6.216,20.6
2018-01-03 12:00:00,0.75,0.84,partly-cloudy-day,0.007,995.71,45.63,6.216,20.98
2018-01-03 13:00:00,0.75,0.76,partly-cloudy-day,0.005,995.71,47.24,6.216,25.13
2018-01-03 14:00:00,0.75,0.74,partly-cloudy-day,0.005,995.98,47.16,6.216,23.78
2018-01-03 15:00:00,0.75,0.78,partly-cloudy-day,0,995.98,47.16,6.216,22.22
2018-01-03 16:00:00,0.75,0.74,partly-cloudy-day,0,996.13,47.29,6.216,24.38
2018-01-03 17:00:00,0.75,0.74,partly-cloudy-night,0,996.58,47.16,6.216,22.94
2018-01-03 18:00:00,0.75,0.78,partly-cloudy-night,0,996.92,45.87,6.216,22.64
2018-01-03 19:00:00,0.75,0.78,partly-cloudy-night,0,997.23,45.87,6.216,20.96
2018-01-03 20:00:00,0.75,0.77,partly-cloudy-night,0,996.67,45.87,6.216,21.1
2018-01-03 21:00:00,0.58,0.73,partly-cloudy-night,0,996.23,45.88,6.216,18.48
2018-01-03 22:00:00,0.44,0.77,partly-cloudy-night,0,996.64,44.49,6.216,14.13
2018-01-03 23:00:00,0.58,0.82,partly-cloudy-night,0,996.19,43.98,6.216,12.11
2018-01-04 00:00:00,0.75,0.82,partly-cloudy-night,0,996.31,44.49,6.216,11.02
2018-01-04 01:00:00,0.75,0.82,partly-cloudy-night,0,995.21,44.49,6.216,8.2
2018-01-04 02:00:00,0.75,0.8,partly-cloudy-night,0.001,994.55,43.27,6.216,7.9
2018-01-04 03:00:00,0.75,0.89,rain,0.009,993.07,40.32,5.557,4.5
2018-01-04 04:00:00,0.75,0.9,partly-cloudy-night,0.01,991.51,40.2,5.557,3.92
2018-01-04 05:00:00,0.75,0.9,partly-cloudy-night,0.01,988.63,40.2,4.567,8.71
2018-01-04 06:00:00,0.75,0.92,partly-cloudy-night,0.009,985.73,41.47,4.897,9.02
2018-01-04 07:00:00,0.75,0.97,partly-cloudy-night,0.009,984.67,41.94,6.216,12.21
2018-01-04 08:00:00,0.75,0.97,partly-cloudy-night,0.009,983.22,42.9,6.216,3.69
2018-01-04 09:00:00,0.75,0.84,rain,0.003,982.8,49.37,5.557,12.03
2018-01-04 10:00:00,0.75,0.84,partly-cloudy-day,0.002,983.2,49.08,3.735,14.19
2018-01-04 11:00:00,0.75,0.86,wind,0,987.04,43.08,6.216,27.2
2018-01-04 12:00:00,0.75,0.85,partly-cloudy-day,0.001,988.89,42.09,6.216,22.71
2018-01-04 13:00:00,0.75,0.81,partly-cloudy-day,0.003,990.32,43.67,6.216,23.18
2018-01-04 14:00:00,0.75,0.8,partly-cloudy-day,0,991.36,44.49,6.216,21.65
2018-01-04 15:00:00,0.75,0.78,partly-cloudy-day,0,991.53,43.67,6.216,18.41
2018-01-04 16:00:00,0.58,0.79,partly-cloudy-day,0,992.18,43.83,6.216,15.69
2018-01-04 17:00:00,0.58,0.81,partly-cloudy-night,0,992.1,43.08,6.216,13
2018-01-04 18:00:00,0.75,0.81,partly-cloudy-night,0,991.62,43.08,6.216,10.39
2018-01-04 19:00:00,0.75,0.8,partly-cloudy-night,0,991.4,42.09,6.216,13.65
2018-01-04 20:00:00,0.75,0.81,partly-cloudy-night,0,991.79,41.19,6.216,8.88
2018-01-04 21:00:00,0.75,0.79,partly-cloudy-night,0,991.6,41.94,6.216,9.67
2018-01-04 22:00:00,0.75,0.86,partly-cloudy-night,0,991.76,41.16,6.216,11.39
2018-01-04 23:00:00,0.75,0.86,partly-cloudy-night,0,991.26,40.7,6.216,9.14
2018-01-05 00:00:00,0.75,0.84,partly-cloudy-night,0,990.65,40.2,6.216,4.29
2018-01-05 01:00:00,0.75,0.84,partly-cloudy-night,0,989.84,40.09,6.216,2.5
2018-01-05 02:00:00,0.75,0.84,partly-cloudy-night,0,989.5,39.84,6.216,3.69
2018-01-05 03:00:00,0.75,0.85,partly-cloudy-night,0,989.5,39.24,6.216,2.35
2018-01-05 04:00:00,0.75,0.87,partly-cloudy-night,0,989.2,37.43,6.216,4.29
2018-01-05 05:00:00,0.75,0.88,partly-cloudy-night,0,989.45,37.39,6.216,5.09
2018-01-05 06:00:00,0.6,0.86,partly-cloudy-night,0,989.45,37.89,6.216,6.62
2018-01-05 07:00:00,0.44,0.87,partly-cloudy-night,0,989.7,37.39,6.216,6.1
2018-01-05 08:00:00,0.75,0.87,partly-cloudy-night,0,990.39,37.39,6.216,4.75
2018-01-05 09:00:00,0.75,0.87,partly-cloudy-day,0,990.86,37.31,6.216,5.48
2018-01-05 10:00:00,0.75,0.84,partly-cloudy-day,0,991.12,38.27,6.216,5.48
2018-01-05 11:00:00,0.75,0.86,partly-cloudy-day,0,991.6,39.21,6.216,5.48
2018-01-05 12:00:00,0.75,0.8,partly-cloudy-day,0,991.55,42.09,6.216,5.22
2018-01-05 13:00:00,0.75,0.74,partly-cloudy-day,0,991.71,43.67,6.216,7.23
2018-01-05 14:00:00,0.75,0.75,partly-cloudy-day,0,991.91,42.98,6.216,7.41
2018-01-05 15:00:00,0.75,0.78,partly-cloudy-day,0,992.11,43.5,6.216,4.75
2018-01-05 16:00:00,0.75,0.79,partly-cloudy-day,0,992.51,41.87,6.216,6.42
2018-01-05 17:00:00,0.44,0.79,partly-cloudy-night,0,993.31,40.2,6.216,4.75
2018-01-05 18:00:00,0.6,0.85,partly-cloudy-night,0,994.22,39.6,6.216,4.16
2018-01-05 19:00:00,0.6,0.85,partly-cloudy-night,0,995.12,36.96,6.216,3.69
2018-01-05 20:00:00,0.75,0.84,partly-cloudy-night,0,996.32,37.44,6.216,2.92
2018-01-05 21:00:00,0.75,0.88,partly-cloudy-night,0,997.56,34.25,6.216,2.85
2018-01-05 22:00:00,0.6,0.89,partly-cloudy-night,0,998.82,32.97,6.216,2.5
2018-01-05 23:00:00,0.75,0.92,partly-cloudy-night,0,1000.12,32.7,6.216,0.59
2018-01-06 00:00:00,0.75,0.89,partly-cloudy-night,0,1001.52,32.7,6.216,3.1
2018-01-06 01:00:00,0.49,0.89,partly-cloudy-night,0,1002.42,32.7,6.216,1.69
2018-01-06 02:00:00,0.6,0.89,partly-cloudy-night,0,1003.56,33.98,6.216,2.92
2018-01-06 03:00:00,0.75,0.91,partly-cloudy-night,0,1004.86,36.4,6.216,2.18
2018-01-06 04:00:00,0.58,0.87,partly-cloudy-night,0,1005.91,39.24,6.216,6.47
2018-01-06 05:00:00,0.75,0.81,partly-cloudy-night,0,1007.07,41.42,6.216,5.97
2018-01-06 06:00:00,0.75,0.79,rain,0.001,1008.41,41.87,6.216,10.46
2018-01-06 07:00:00,0.75,0.76,partly-cloudy-night,0.002,1009.92,43.43,6.216,11.51
2018-01-06 08:00:00,0.75,0.75,partly-cloudy-night,0,1011.37,43.43,6.216,13.63
2018-01-06 09:00:00,0.75,0.75,partly-cloudy-day,0,1013.06,43.43,6.216,13.55
2018-01-06 10:00:00,0.75,0.74,partly-cloudy-day,0,1014.52,43.67,6.216,13.06
2018-01-06 11:00:00,0.75,0.74,partly-cloudy-day,0,1015.82,43.67,6.216,13.69
2018-01-06 12:00:00,0.75,0.7,partly-cloudy-day,0,1016.66,43.67,6.216,14.2
2018-01-06 13:00:00,0.75,0.71,partly-cloudy-day,0,1017.76,43.37,6.216,13.2
2018-01-06 14:00:00,0.58,0.7,partly-cloudy-day,0,1018.93,42.72,6.216,13.55
2018-01-06 15:00:00,0.75,0.71,partly-cloudy-day,0,1019.97,41.87,6.216,12.51
2018-01-06 16:00:00,0.6,0.69,partly-cloudy-day,0,1020.93,41.87,6.216,11.39
2018-01-06 17:00:00,0.75,0.67,partly-cloudy-night,0,1021.91,41.87,6.216,10.39
2018-01-06 18:00:00,0.75,0.69,partly-cloudy-night,0,1023.23,41.57,6.216,11.45
2018-01-06 19:00:00,0.6,0.7,partly-cloudy-night,0,1024.23,41.57,6.216,10.2
2018-01-06 20:00:00,0.6,0.69,partly-cloudy-night,0,1025.08,40.32,6.216,8.59
2018-01-06 21:00:00,0.6,0.74,partly-cloudy-night,0,1026.31,40.32,6.216,9.7
2018-01-06 22:00:00,0.6,0.74,partly-cloudy-night,0,1026.75,40.61,6.216,7.53
2018-01-06 23:00:00,0.45,0.78,partly-cloudy-night,0,1027.5,38.73,6.216,6.53
2018-01-07 00:00:00,0.58,0.78,partly-cloudy-night,0,1028.02,38.73,6.216,5.97
2018-01-07 01:00:00,0.58,0.83,partly-cloudy-night,0,1028.17,38.44,6.216,7.03
2018-01-07 02:00:00,0.44,0.83,partly-cloudy-night,0,1028.84,38.73,6.216,5.97
2018-01-07 03:00:00,0.44,0.88,partly-cloudy-night,0,1028.85,36.88,6.216,6.47
2018-01-07 04:00:00,0.44,0.88,partly-cloudy-night,0,1029.11,35.29,6.216,4.35
2018-01-07 05:00:00,0.44,0.84,partly-cloudy-night,0,1029.48,36.66,6.216,4.84
2018-01-07 06:00:00,0.44,0.77,partly-cloudy-night,0,1030.18,38.16,6.216,5.99
2018-01-07 07:00:00,0.58,0.72,partly-cloudy-night,0,1030.18,40.91,6.216,6.79
2018-01-07 08:00:00,0.75,0.67,partly-cloudy-night,0,1030.95,41.42,6.216,3.61
2018-01-07 09:00:00,0.75,0.67,partly-cloudy-day,0,1031.68,41.14,6.216,5.11
2018-01-07 10:00:00,0.75,0.68,partly-cloudy-day,0,1031.89,41.87,6.216,6.53
2018-01-07 11:00:00,0.75,0.68,partly-cloudy-day,0,1031.72,42.16,6.216,8.21
2018-01-07 12:00:00,0.6,0.65,partly-cloudy-day,0,1031.02,43.27,6.216,9.52
2018-01-07 13:00:00,0.75,0.61,partly-cloudy-day,0,1030.67,43.43,6.216,11.07
2018-01-07 14:00:00,0.75,0.64,partly-cloudy-day,0,1030.02,42.16,6.216,12.14
2018-01-07 15:00:00,0.6,0.66,partly-cloudy-day,0,1029.79,41.87,6.216,9.73
2018-01-07 16:00:00,0.6,0.68,partly-cloudy-day,0,1029.26,40.09,6.216,8.71
2018-01-07 17:00:00,0.6,0.68,partly-cloudy-night,0,1029.17,38.27,6.216,6.1
2018-01-07 18:00:00,0.6,0.72,partly-cloudy-night,0,1029.53,37.06,6.216,8.87
2018-01-07 19:00:00,0.6,0.72,partly-cloudy-night,0,1029.21,36.99,6.216,8.92
2018-01-07 20:00:00,0.6,0.72,partly-cloudy-night,0,1028.93,36.47,6.216,6.66
2018-01-07 21:00:00,0.6,0.7,partly-cloudy-night,0,1028.42,36.47,6.216,7.47
2018-01-07 22:00:00,0.6,0.7,partly-cloudy-night,0,1028.09,35.51,6.216,6.1
2018-01-07 23:00:00,0.44,0.65,partly-cloudy-night,0,1027.42,35.62,6.216,3.98
2018-01-08 00:00:00,0.44,0.73,partly-cloudy-night,0,1027.02,33.9,6.216,6.22
2018-01-08 01:00:00,0.44,0.71,partly-cloudy-night,0,1026.47,33.38,6.216,7.01
2018-01-08 02:00:00,0.44,0.7,partly-cloudy-night,0,1026.22,33.23,6.216,6.1
2018-01-08 03:00:00,0.44,0.75,partly-cloudy-night,0,1025.82,31.8,6.216,4.35
2018-01-08 04:00:00,0.44,0.71,partly-cloudy-night,0,1025.33,32.9,6.216,7.16
2018-01-08 05:00:00,0.44,0.73,partly-cloudy-night,0,1025.02,30.98,6.216,5.22
2018-01-08 06:00:00,0.44,0.73,partly-cloudy-night,0,1024.51,30.98,6.216,4.75
2018-01-08 07:00:00,0.44,0.73,partly-cloudy-night,0,1023.96,30.57,6.216,4.63
2018-01-08 08:00:00,0.44,0.71,partly-cloudy-night,0,1023.77,31.49,6.216,4.54
2018-01-08 09:00:00,0.26,0.75,partly-cloudy-day,0,1023.63,30.22,6.216,2.05
2018-01-08 10:00:00,0.35,0.67,partly-cloudy-day,0,1022.72,35.51,6.216,6.53
2018-01-08 11:00:00,0.32,0.57,partly-cloudy-day,0,1021.91,41.04,6.216,8.71
2018-01-08 12:00:00,0.19,0.59,partly-cloudy-day,0,1020.96,41.87,6.216,6.53
2018-01-08 13:00:00,0.19,0.68,partly-cloudy-day,0,1019.82,41.87,6.216,8.51
2018-01-08 14:00:00,0.32,0.72,partly-cloudy-day,0,1018.87,41.87,6.216,7.03
2018-01-08 15:00:00,0.49,0.73,partly-cloudy-day,0,1018.25,40.06,6.216,9.4
2018-01-08 16:00:00,0.75,0.74,partly-cloudy-day,0,1017.9,39.84,6.216,7.6
2018-01-08 17:00:00,0.75,0.79,partly-cloudy-night,0,1017.11,39.84,6.216,5.48
2018-01-08 18:00:00,0.75,0.79,partly-cloudy-night,0,1016.12,39.58,6.216,9.4
2018-01-08 19:00:00,0.6,0.84,partly-cloudy-night,0,1015.52,39.24,6.216,11.51
2018-01-08 20:00:00,0.6,0.84,partly-cloudy-night,0,1014.67,39.58,6.216,11.95
2018-01-08 21:00:00,0.6,0.84,partly-cloudy-night,0,1013.73,39.97,6.216,7.99
2018-01-08 22:00:00,0.6,0.85,partly-cloudy-night,0,1012.02,39.84,6.216,13.38
2018-01-08 23:00:00,0.6,0.85,partly-cloudy-night,0,1011.16,39.84,6.216,5.1
2018-01-09 00:00:00,0.75,0.9,partly-cloudy-night,0,1010.37,39.84,6.216,10.46
2018-01-09 01:00:00,0.75,0.84,partly-cloudy-night,0,1009.12,40.06,6.216,5.03
2018-01-09 02:00:00,0.75,0.84,partly-cloudy-night,0,1008.66,40.06,6.216,9.09
2018-01-09 03:00:00,0.75,0.9,partly-cloudy-night,0,1007.66,40.06,6.216,12.07
2018-01-09 04:00:00,0.75,0.9,partly-cloudy-night,0,1006.77,40.06,5.557,10.88
2018-01-09 05:00:00,0.75,0.95,partly-cloudy-night,0,1005.87,40.53,4.897,6.67
2018-01-09 06:00:00,0.75,0.92,partly-cloudy-night,0,1004.44,41.47,4.897,5.66
2018-01-09 07:00:00,0.87,0.91,partly-cloudy-night,0,1003.56,41.68,4.604,10.46
2018-01-09 08:00:00,0.87,0.87,partly-cloudy-night,0,1002.46,41.87,4.679,12
2018-01-09 09:00:00,0.75,0.9,partly-cloudy-day,0.001,1002.52,41.87,3.689,8.51
2018-01-09 10:00:00,0.75,0.89,partly-cloudy-day,0.002,1001.52,42.09,3.818,9.09
2018-01-09 11:00:00,0.75,0.93,partly-cloudy-day,0.002,1000.61,42.26,3.818,9.7
2018-01-09 12:00:00,0.75,0.91,partly-cloudy-day,0.004,999.12,43.53,3.973,13.12
2018-01-09 13:00:00,0.75,0.89,partly-cloudy-day,0.006,997.58,44.25,4.897,12.44
2018-01-09 14:00:00,0.75,0.93,partly-cloudy-day,0.009,996.54,44.25,4.897,11.88
2018-01-09 15:00:00,0.75,0.91,rain,0.011,995.58,45.39,5.223,11.7
2018-01-09 16:00:00,0.75,0.9,rain,0.011,994.82,45.65,3.984,13.69
2018-01-09 17:00:00,0.75,0.88,rain,0.025,994.38,46.25,5.557,11.95
2018-01-09 18:00:00,0.75,0.9,partly-cloudy-night,0.033,993.87,46.98,3.108,13.63
2018-01-09 19:00:00,0.75,0.9,partly-cloudy-night,0.019,994.26,47.25,3.719,13.63
2018-01-09 20:00:00,0.75,0.85,partly-cloudy-night,0.003,994.81,46.98,6.216,3.69
2018-01-09 21:00:00,0.75,0.91,partly-cloudy-night,0,995.76,45.39,6.216,4.16
2018-01-09 22:00:00,0.75,0.91,partly-cloudy-night,0,996.61,43.37,6.216,5.61
2018-01-09 23:00:00,0.75,0.89,partly-cloudy-night,0,997.5,43.27,6.216,4.75
2018-01-10 00:00:00,0.75,0.91,partly-cloudy-night,0,998.35,41.27,6.216,4.61
2018-01-10 01:00:00,0.75,0.9,partly-cloudy-night,0,998.65,41.87,6.216,4.97
2018-01-10 02:00:00,0.58,0.9,partly-cloudy-night,0,999.1,40.2,6.216,4.04
2018-01-10 03:00:00,0.58,0.93,partly-cloudy-night,0,999.81,39.13,6.216,3.1
2018-01-10 04:00:00,0.75,0.93,partly-cloudy-night,0,1000.21,38.7,6.216,2.35
2018-01-10 05:00:00,0.75,0.93,partly-cloudy-night,0,1000.81,38.7,6.216,3.48
2018-01-10 06:00:00,0.75,0.93,partly-cloudy-night,0,1001.4,37.3,6.216,1.69
2018-01-10 07:00:00,0.75,0.89,partly-cloudy-night,0,1001.9,37.84,6.216,0.56
2018-01-10 08:00:00,0.45,0.91,partly-cloudy-night,0,1002.26,36,6.216,3.1
2018-01-10 09:00:00,0.19,0.96,partly-cloudy-day,0,1002.82,32.97,6.216,0.59
2018-01-10 10:00:00,0.3,0.97,partly-cloudy-day,0,1003.37,34.53,3.411,0.81
2018-01-10 11:00:00,0.3,0.9,partly-cloudy-day,0,1003.72,41.01,6.216,2.45
2018-01-10 12:00:00,0.19,0.85,partly-cloudy-day,0,1003.81,44.33,6.216,1.13
2018-01-10 13:00:00,0.58,0.84,partly-cloudy-day,0,1003.46,43.83,6.216,2.35
2018-01-10 14:00:00,0.75,0.84,partly-cloudy-day,0,1003.62,45.58,6.216,3.92
2018-01-10 15:00:00,0.75,0.85,partly-cloudy-day,0,1004.16,44.01,2.983,5.68
2018-01-10 16:00:00,0.88,0.91,cloudy,0,1004.91,41.59,2.967,4.11
2018-01-10 17:00:00,0.88,0.97,cloudy,0,1005.52,40.09,2.983,2.92
2018-01-10 18:00:00,0.88,0.93,fog,0,1006.11,41.04,0.19,2.85
2018-01-10 19:00:00,0.88,0.96,fog,0,1007.11,40.2,0.716,1.13
2018-01-10 20:00:00,0.75,0.96,fog,0,1008.11,40.2,0.223,2.92
2018-01-10 21:00:00,0.75,0.96,partly-cloudy-night,0,1009.26,41.87,4.679,2.18
2018-01-10 22:00:00,0.75,0.97,fog,0,1010.07,41.87,1.039,2.85
2018-01-10 23:00:00,0.88,0.95,fog,0,1010.91,41.87,0.288,3.98
2018-01-11 00:00:00,0.75,0.94,fog,0,1011.76,41.57,0.718,4.41
2018-01-11 01:00:00,0.87,0.97,fog,0,1012.95,40.93,1.378,3.84
2018-01-11 02:00:00,0.87,0.9,fog,0,1014.11,40.99,1.707,2.69
2018-01-11 03:00:00,0.87,0.94,fog,0,1015.05,39.73,0.581,1.62
2018-01-11 04:00:00,0.87,0.91,partly-cloudy-night,0,1016.35,39.73,2.394,1.56
2018-01-11 05:00:00,0.87,0.94,partly-cloudy-night,0,1017.05,40.32,3.386,1
2018-01-11 06:00:00,0.75,0.94,partly-cloudy-night,0,1018.25,39.29,4.757,2.18
2018-01-11 07:00:00,0.75,0.93,partly-cloudy-night,0,1019.42,39.29,3.735,2.18
2018-01-11 08:00:00,0.75,0.94,partly-cloudy-night,0,1020.41,39.29,3.112,2.37
2018-01-11 09:00:00,0.75,0.94,partly-cloudy-day,0,1021.06,37.39,4.098,2.35
2018-01-11 10:00:00,0.75,0.93,partly-cloudy-day,0,1021.75,37.39,2.669,0.56
2018-01-11 11:00:00,0.87,0.94,partly-cloudy-day,0,1022.7,39.32,3.025,4.48
2018-01-11 12:00:00,0.75,0.9,partly-cloudy-day,0,1022.66,40.38,3.551,2.69
2018-01-11 13:00:00,0.75,0.88,partly-cloudy-day,0,1023.51,41.2,2.814,4.75
2018-01-11 14:00:00,0.75,0.87,partly-cloudy-day,0,1023.46,41.92,3.141,4.5
2018-01-11 15:00:00,0.75,0.87,partly-cloudy-day,0,1023.55,41.47,3.054,3.43
2018-01-11 16:00:00,0.7,0.94,fog,0,1023.4,39.29,0.095,0.56
2018-01-11 17:00:00,0.87,0.95,fog,0,1024.19,39.29,0.077,1.13
2018-01-11 18:00:00,0.87,0.95,fog,0,1024.86,38.3,0.326,1.13
2018-01-11 19:00:00,0.7,0.96,fog,0,1025.52,38.79,1.678,1.22
2018-01-11 20:00:00,0.57,0.96,fog,0,1025.02,37.39,1.378,0.59
2018-01-11 21:00:00,0.57,0.93,partly-cloudy-night,0,1025.02,36.48,2.038,2.18
2018-01-11 22:00:00,0.75,0.92,partly-cloudy-night,0,1025.16,37.16,2.364,2.69
2018-01-11 23:00:00,0.75,0.9,partly-cloudy-night,0,1024.98,39.09,3.356,1.56
2018-01-12 00:00:00,0.44,0.89,partly-cloudy-night,0,1024.84,39.05,3.882,1.49
2018-01-12 01:00:00,0.49,0.89,partly-cloudy-night,0,1024.52,40.38,6.216,4.17
2018-01-12 02:00:00,0.19,0.88,partly-cloudy-night,0,1023.87,40.99,6.216,2.12
2018-01-12 03:00:00,0.32,0.85,partly-cloudy-night,0,1023,41.94,6.216,4.35
2018-01-12 04:00:00,0.49,0.85,partly-cloudy-night,0,1022.4,41.94,6.216,4.84
2018-01-12 05:00:00,0.44,0.84,partly-cloudy-night,0,1022.21,41.95,6.216,4.62
2018-01-12 06:00:00,0.75,0.8,partly-cloudy-night,0,1021.56,41.94,6.216,7.6
2018-01-12 07:00:00,0.58,0.8,partly-cloudy-night,0,1021.38,41.94,6.216,8.02
2018-01-12 08:00:00,0.75,0.79,partly-cloudy-night,0,1021.05,42.16,6.216,11.39
2018-01-12 09:00:00,0.75,0.76,partly-cloudy-day,0,1020.71,43.67,6.216,10.88
2018-01-12 10:00:00,0.75,0.75,partly-cloudy-day,0,1020.51,45.26,6.216,9.73
2018-01-12 11:00:00,0.75,0.75,partly-cloudy-day,0,1020,47.16,6.216,13.63
2018-01-12 12:00:00,0.75,0.75,partly-cloudy-day,0,1019.52,46.98,6.216,14.36
2018-01-12 13:00:00,0.75,0.75,partly-cloudy-day,0,1018.52,47.29,6.216,12.44
2018-01-12 14:00:00,0.75,0.75,partly-cloudy-day,0,1017.88,47.16,6.216,14
2018-01-12 15:00:00,0.87,0.79,partly-cloudy-day,0,1017.37,46.98,6.216,11.39
2018-01-12 16:00:00,0.75,0.8,partly-cloudy-day,0,1016.66,46.98,6.216,11.7
2018-01-12 17:00:00,0.75,0.8,partly-cloudy-night,0,1016.42,46.98,6.216,13.01
2018-01-12 18:00:00,0.75,0.8,partly-cloudy-night,0,1015.95,46.98,6.216,10.88
2018-01-12 19:00:00,0.75,0.85,partly-cloudy-night,0,1015.41,46.98,6.216,14.2
